Id,SalePrice
1461,116804.95285980753
1462,176384.19979617978
1463,183207.75049802323
1464,192046.35677013558
1465,211213.53339415044
1466,167885.193769178
1467,182768.31494343688
1468,157281.17726202472
1469,194303.53487739572
1470,112818.0242755774
1471,184405.06211020984
1472,100137.6186924756
1473,97572.05863616162
1474,153018.46759428328
1475,114688.2221765935
1476,369533.2557700211
1477,271254.57540507545
1478,302846.21773789765
1479,302779.2266146083
1480,454273.93240950664
1481,317589.9483553793
1482,205021.33653512923
1483,184528.77015044435
1484,163216.45794410934
1485,180119.6379951298
1486,202641.85440858803
1487,330260.2497803398
1488,249342.35705926293
1489,206491.02562630665
1490,254133.98581969447
1491,206502.74448278698
1492,86979.57002494554
1493,171477.62134317646
1494,331922.73696309957
1495,296935.9779154769
1496,233108.09602073207
1497,172755.44602665526
1498,177500.45008940005
1499,158384.37593193667
1500,152757.48589801893
1501,192718.22051089013
1502,134636.23787632107
1503,297228.9376542658
1504,230426.49284162337
1505,222962.38677352178
1506,186482.90662923688
1507,258020.46111572988
1508,199277.16380866535
1509,146451.1803965564
1510,145214.7940909746
1511,169114.5354667214
1512,189564.84697549988
1513,141531.50636430946
1514,182318.7421558397
1515,229559.35977854894
1516,159671.99745279294
1517,176673.60839581233
1518,115223.44694081682
1519,234192.71979567187
1520,131109.62446244748
1521,139307.0195610529
1522,189942.19276248827
1523,107052.64329578239
1524,124476.53697622928
1525,121798.8122758955
1526,101563.3872329708
1527,98692.9377891313
1528,131260.55336146476
1529,162536.55961812986
1530,186555.58455632115
1531,124781.63246662158
1532,96487.99173022341
1533,168633.9075506269
1534,142373.445346297
1535,153924.6421971029
1536,95545.12539966602
1537,49692.50720569288
1538,159735.25908129895
1539,221131.32415754814
1540,119347.07776815293
1541,146031.19387741084
1542,155272.97601630632
1543,209789.82413853786
1544,86991.81894794945
1545,124847.31279746653
1546,148724.32084413734
1547,153786.50498992275
1548,152938.5558802687
1549,126737.53154463822
1550,148049.58508937014
1551,116975.03947594424
1552,144476.891337601
1553,163598.4391844474
1554,119606.95558407344
1555,172561.30792225
1556,53465.06243346655
1557,137367.78383385437
1558,113195.42993353284
1559,67189.54687956144
1560,125334.65435247053
1561,149985.1683765722
1562,134081.55074783193
1563,123339.57866264659
1564,169342.3358466043
1565,149211.68670117133
1566,235838.45642131323
1567,75787.73260244983
1568,227407.08906877402
1569,136734.41672433377
1570,124462.01299004082
1571,96521.21719430701
1572,143207.4648352781
1573,255649.0292316589
1574,118155.21157218888
1575,242208.39592572977
1576,243446.0158263758
1577,178394.7583442435
1578,152136.85069540667
1579,142848.18383308337
1580,182132.14306080888
1581,161719.66082457744
1582,123496.15508786216
1583,299758.33859182475
1584,220856.31530077464
1585,143574.28336505848
1586,66288.67875720636
1587,120110.12541219208
1588,152879.42459784297
1589,107495.02206179895
1590,127260.20808488387
1591,84166.56320601795
1592,139923.27334394795
1593,123225.8363638313
1594,149613.6281346674
1595,103496.3909551372
1596,240681.40303598985
1597,198229.9877814108
1598,209794.76046106208
1599,174318.33905788453
1600,167109.6715132055
1601,51420.90868356166
1602,119531.86012724903
1603,48585.46615854505
1604,264815.6553642745
1605,235279.44651963527
1606,162251.1319427922
1607,171581.96213603776
1608,199697.07030296756
1609,198725.0981252807
1610,148316.0664871073
1611,122017.38122857409
1612,182434.87689535634
1613,159424.3561070274
1614,125077.02929615846
1615,93380.54765665333
1616,65710.93959068909
1617,77204.07398649398
1618,126731.56533552147
1619,145861.75725461438
1620,161798.18096017698
1621,138587.25999130425
1622,131996.13051163615
1623,257989.9003827863
1624,223097.76477916888
1625,126126.03645427676
1626,171554.97543387616
1627,190368.41420637083
1628,274654.27796945884
1629,167755.65814624925
1630,373016.0160113935
1631,250920.82812333258
1632,259036.6075896247
1633,167262.79250135517
1634,181340.92403842928
1635,170514.33504002122
1636,145856.2488394546
1637,204869.31985298742
1638,177084.72935988032
1639,172306.01748615643
1640,245444.10433870554
1641,174906.6163275087
1642,244263.00093248615
1643,211984.09709539986
1644,222588.00510537985
1645,226525.7748063302
1646,149021.81037266913
1647,145284.08056408854
1648,117391.13322090043
1649,131852.35360359296
1650,106344.12055272306
1651,114324.98315504054
1652,98581.2925661268
1653,103576.42808760726
1654,141473.00056220952
1655,141508.6660089651
1656,144765.93566813273
1657,147586.05669593427
1658,146497.8584773977
1659,112224.92398256843
1660,146268.09028302354
1661,427010.5039059031
1662,380172.3647682669
1663,376345.226426865
1664,504119.0988037867
1665,315460.4915254378
1666,341642.45554563485
1667,355732.49408135586
1668,347562.53033090674
1669,313536.53291798546
1670,354955.40375262115
1671,293123.9562332366
1672,417139.68869180046
1673,298138.11443719885
1674,255474.63866490684
1675,210355.83097815257
1676,219398.5485107276
1677,218984.25617004535
1678,455500.2124814086
1679,374945.6391547709
1680,335773.2557977068
1681,265310.6975659318
1682,317430.2168952442
1683,188423.50776353676
1684,176364.31997935264
1685,179634.70775458217
1686,161813.8533574741
1687,166148.23265497677
1688,197161.56281804037
1689,196575.757596832
1690,197948.3597772295
1691,182084.73848696286
1692,257804.78470747673
1693,172833.8343878705
1694,172599.26593757363
1695,153586.9982993839
1696,259102.65662661952
1697,154574.1721966539
1698,348690.81564633036
1699,334501.1636858388
1700,274767.647296863
1701,285130.384530767
1702,242586.23090233025
1703,237730.38874880434
1704,282485.5531548939
1705,246981.22702945222
1706,184393.30671276432
1707,226222.0174235819
1708,200965.191139902
1709,250295.57727052225
1710,214102.98394213326
1711,260672.67011952645
1712,262374.35458780255
1713,270144.800234272
1714,211307.02461298276
1715,204256.57494717033
1716,186112.32183589577
1717,166274.52493913344
1718,147670.304656244
1719,218549.8639276981
1720,244839.34390451002
1721,154370.2263662771
1722,117417.40514552593
1723,147432.09113440267
1724,226339.36099020485
1725,231191.113784289
1726,187132.42166624626
1727,168773.74981525424
1728,160111.20843835443
1729,165280.7817926167
1730,154678.43183887366
1731,122342.79615853739
1732,127607.93667193921
1733,116981.12301995407
1734,132680.24911784194
1735,107226.10218224663
1736,99221.11382710258
1737,312878.9243305045
1738,270605.9882326714
1739,254048.33742577478
1740,221102.28986159235
1741,190112.8455862241
1742,173982.73474115506
1743,175817.79562216136
1744,333578.03329696134
1745,239360.35412543162
1746,207098.74939038872
1747,208389.99226219603
1748,216670.80303082592
1749,140140.36725832743
1750,129213.56029942434
1751,233223.54537336528
1752,106462.50739266875
1753,150528.2365874031
1754,187109.58595596952
1755,174692.88689882972
1756,131550.53523095266
1757,112394.6242865437
1758,145340.318919566
1759,165061.992493795
1760,164088.61732888268
1761,157472.29700492823
1762,179909.5585896083
1763,173906.3271066139
1764,103882.94558836787
1765,203615.25749861426
1766,203178.4586817153
1767,247606.05554428475
1768,144214.73075906793
1769,162866.68973472086
1770,159159.89963382029
1771,114744.30604714341
1772,146922.7235958553
1773,109267.19568295567
1774,149402.54446652927
1775,138880.06555746158
1776,132514.63164890418
1777,115212.27204567462
1778,157013.31892993464
1779,142371.4421043623
1780,160001.63248276128
1781,119730.50084233796
1782,67289.91408436908
1783,132025.4251444902
1784,108835.66993547231
1785,118199.70628268202
1786,119437.97341135296
1787,152439.60403052287
1788,61160.769239468675
1789,92543.57900063472
1790,47280.49310564279
1791,186334.32544337318
1792,169049.32439349475
1793,125344.70422625868
1794,171585.88727174664
1795,138111.52066187456
1796,126738.61438414734
1797,124797.81856565189
1798,116883.19232346781
1799,101989.70152703032
1800,131390.76451068
1801,113477.633680437
1802,114712.71987995261
1803,160036.29556959053
1804,141167.31735325244
1805,132085.59941495955
1806,135781.10290609358
1807,152869.41481435357
1808,121312.55470206542
1809,134744.76431673695
1810,140494.63794474467
1811,108379.79112235957
1812,117796.89316573995
1813,128105.81755090179
1814,105549.4814369292
1815,52390.98160590761
1816,111777.84009788814
1817,125779.790307733
1818,174062.92735312344
1819,129534.06770963117
1820,42126.49448386941
1821,110554.50301984127
1822,149825.3829418125
1823,43363.30391871568
1824,144716.8745557696
1825,136679.456080799
1826,109362.92031649943
1827,105793.60044918838
1828,150840.92710878688
1829,140515.6419456224
1830,157786.66014693154
1831,156208.17399610998
1832,9823.19788900041
1833,141718.9392258391
1834,113881.6737466869
1835,111516.27998995478
1836,140029.49109333812
1837,103691.59832640097
1838,115527.21105995448
1839,118868.11774993502
1840,143847.44582296105
1841,119268.00518372585
